"","store","year","dry_grocery","dairy","frozen_food","meat","produce","floral","deli","bakery","general_merchandise","total","cluster","total_sales"
"260","S0066",2015,45.1210238361218,9.9513236219025,8.29723446482718,10.5707638439693,8.55888280594248,0.863066074972535,3.99482323615964,2.52303967298492,10.1198424431196,100,1,35306667.57
"264","S0067",2015,46.0265496912012,9.93178940300877,8.09561788819945,12.2564250852584,10.1988079443533,0.598896990351373,4.34799171855492,2.45153598640566,6.09238529266689,100,2,28697527.75
"268","S0068",2015,44.0858632965238,10.0076398149488,7.58071349869408,10.2962228786708,12.2994773306086,0.938551297879099,4.59183421628658,3.60828030299687,6.59141736339139,100,3,38824343.52
"272","S0069",2015,41.3318937082725,10.6079581668595,7.76097150297574,11.2313559136228,13.3252019509577,0.791302139993069,4.15809399170911,3.71479680151377,7.07842582409584,100,3,24609296.52
"276","S0070",2015,43.968527776992,9.75284082407603,7.68669281279591,10.0741507906786,11.3486223215441,0.78252076301345,3.77874661371006,2.33282497561731,10.2750731215726,100,1,35369811.65
"280","S0071",2015,44.4423860927388,9.81919766654263,6.87098280116219,13.4438802167058,10.1314143910107,0.595327187827385,4.29820265298623,2.15006482172858,8.24854416929772,100,2,30947739.96
"284","S0072",2015,43.9709568860524,9.27884815748612,6.33734289100972,12.5563804878815,10.8969886987356,0.755870134893452,4.40562042714596,1.82013627694588,9.97785603984929,100,2,38059818.31
"288","S0073",2015,43.6022961312666,9.77763877593138,7.78570546425552,10.5422731331577,12.4461102885832,0.866901556825176,4.25052509418968,3.60454137205131,7.12400818373942,100,3,35879715.24
"292","S0074",2015,45.6377655788528,10.3003619065798,7.89670987428504,13.1932610006743,9.30637404070065,0.508630464854778,3.73692744477421,3.31577007242182,6.10419961685656,100,2,20508215.14
"296","S0075",2015,43.1126854341016,9.77621125099834,7.5502692813113,15.9218335066038,11.4499910929951,0.455906293450597,5.15678347322644,1.60311829615784,4.973201371155,100,2,31159295.68
"300","S0076",2015,43.8723426543254,9.90931721521806,8.19458615046383,10.9776268348252,11.5232744839187,1.17011432701173,4.16554017626667,2.61070970731405,7.5764884506563,100,3,22609121.51
"304","S0077",2015,43.8946113749385,10.3039925916712,8.18253710907367,10.6184467098264,11.793568346762,1.08497211886006,3.80894412787234,3.92440250638272,6.38852511461318,100,3,26951114.68
"308","S0078",2015,43.1481549378694,11.9660556484189,8.80517592549444,11.1857096036857,12.7328693579674,0.719256518781135,3.62736263036397,2.52094044384405,5.29447493357503,100,3,18405544.69
"312","S0079",2015,46.4064228848221,9.60020027342486,7.68603811099524,12.0888534155151,9.89700308488228,0.7747706399538,4.03967011364462,2.27431817821634,7.23272329854565,100,2,23735310.88
"316","S0080",2015,47.6708115204951,10.6207764740202,8.22147471783077,10.1294569792827,8.26164971416747,0.771247192613854,3.62586898158166,2.42448429386691,8.27423012614135,100,1,12618744.15
"320","S0081",2015,42.3279909875626,10.2088636197955,8.65922135077673,12.3492606345461,11.666552938982,0.847526987887006,3.8955945832324,4.2944369304697,5.7505519667479,100,3,14701931.83
"324","S0082",2015,46.0994979317139,10.0759556439534,7.52898799963771,11.3609981337776,10.1490017257712,0.526935083612121,4.82667424859537,3.52123864044021,5.91071059249843,100,2,34926733.05
"328","S0083",2015,44.7872591018315,10.8864515732792,8.37932433286467,10.9468899899755,11.7443241426428,0.709702410050671,3.18846316770403,2.52062797761983,6.83695730403173,100,3,19002814.15
"332","S0084",2015,46.0305966372415,10.6343455475019,9.44084407774089,10.5935861988612,10.0824239069282,0.637733154466315,4.01495442191066,2.21186028092026,6.35365577442915,100,1,21553681.04
"336","S0085",2015,42.423991684414,11.2563242668891,7.52570098439863,11.523169628662,12.5251024423217,1.06353000453543,3.12997910270528,3.69522085629161,6.8569810297823,100,3,21552703.64
